station_id,station,lat,lon,coast_rp_rp10_m,match_dist_km,window_width_km,terrain_source,terrain_tiles,mask_outside_support_cells,official_clipped_255_cells,coastal_sector,eta_m,neighbours,seed_rule,seed_resolved,seed_status,elevation_offset_m,window_area_km2,reference_land_area_km2,below_area_km2,connected_area_km2,unconnected_below_area_km2,below_reference_land_pct,conditional_connectivity_pct,connected_reference_land_pct,reference_land_window_pct,below_window_pct,connected_window_pct,below_cells,connected_cells,mask_ocean_area_km2,mask_river_area_km2,mask_lake_area_km2,mask_clipped_255_area_km2,mask_outside_support_area_km2,mask_land_area_km2,represented_land_window_pct
devonport-p002-uk,Devonport P002 Uk,50.368,-4.1852,3.0480000972747803,0.2527009309996056,10.0,DeltaDTM:DeltaDTM_v1_1_N50W005.tif,DeltaDTM_v1_1_N50W005.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.58051562652668,65.64415531351735,0.6436156240695325,0.6153274771969335,0.028288146872599,0.9804614302607992,95.60480730816704,0.9373682611317358,65.26528016347199,0.639900899354495,0.6117760217910929,705.0,674.0,34.525954551327004,0.3830330121336445,0.0273727495486679,0.0,0.0,65.64415531351735,65.26528016347199
weymouth-p991-uk,Weymouth P991 Uk,50.608,-2.4479,1.9019999504089355,0.8387611058243979,10.0,DeltaDTM:DeltaDTM_v1_1_N50W003.tif,DeltaDTM_v1_1_N50W003.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.66307356723767,44.38503886744749,2.281143773219396,1.3504910347851722,0.930652738434224,5.1394430002232445,59.202363772065695,3.0426717408501323,44.0926720142323,2.2661177454468557,1.3415952711627812,2512.0,1487.0,55.86218888173488,0.1253270108480506,0.2905188072072793,0.0,0.0,44.38503886744749,44.09267201423231
barmouth-p923-uk,Barmouth P923 Uk,52.719,-4.0452,3.525000095367432,1.5441251059325087,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N52W004.tif;DeltaDTM_v1_1_N52W005.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.60063934977194,60.04539814294937,4.018998244026714,3.5345509945371414,0.4844472494895728,6.693266042567879,87.94606964037398,5.8864644150122505,59.68689516393764,3.9950026858709276,3.5134478442508565,6954.0,6116.0,40.37662464774489,0.0,0.1786165590776905,0.0,0.0,60.04539814294937,59.686895163937635
portsmouth-p008-uk,Portsmouth P008 Uk,50.803,-1.1118,2.7669999599456787,0.68924288062033,10.0,DeltaDTM:DeltaDTM_v1_1_N50W002.tif,DeltaDTM_v1_1_N50W002.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.5401298749635,63.36461154010801,10.706128012053943,9.509831301370143,1.1962967106838,16.896068249826275,88.82605635448317,15.008111105282625,63.02419901278351,10.648611679106239,9.458741811052983,11842.0,10519.0,35.797022178718656,1.1117567788502467,0.2667393772865832,0.0,0.0,63.36461154010801,63.02419901278351
malin-head-834a-ireland,Malin Head 834a,55.367,-7.3333,2.555000066757202,0.3437271698171449,10.0,DeltaDTM:DeltaDTM_v1_1_N55W008.tif,DeltaDTM_v1_1_N55W008.tif,0,0,Atlantic-Celtic,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.48574766375096,35.37875233155562,0.4213164293075904,0.4188771602636267,0.0024392690439637,1.1908741873064943,99.42103633414617,1.1839794584559575,35.20773159785931,0.4192797875350589,0.4168523099069617,518.0,515.0,65.09479149174331,0.0,0.0122038404520332,0.0,0.0,35.37875233155562,35.20773159785931
kinlochbervi-p918-uk,Kinlochbervi P918 Uk,58.457,-5.0504,3.151000022888184,2.3143094507348865,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N58W005.tif;DeltaDTM_v1_1_N58W006.tif,326,0,Atlantic-Celtic,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.55170407797704,71.0534849340186,0.5186609752134116,0.4901964730765165,0.0284645021368951,0.729958531513336,94.51192522722904,0.6898978614936632,70.66363080124151,0.5158152017107479,0.48750687775154267,1039.0,982.0,25.790533088922498,0.0,3.5449810322560347,0.0,0.1627050227798981,71.0534849340186,70.66363080124151
porterin-p919-uk,Porterin P919 Uk,54.085,-4.7681,3.640000104904175,0.4449054440314385,10.0,DeltaDTM:DeltaDTM_v1_1_N54W005.tif,DeltaDTM_v1_1_N54W005.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.7051858411738,33.31120903420126,0.7229360885908622,0.7229360885908622,0.0,2.170248722730568,100.0,2.170248722730568,33.07794802815588,0.7178737445865337,0.7178737445865337,861.0,861.0,67.39397680697255,0.0,0.0,0.0,0.0,33.31120903420126,33.07794802815588
workington-p217-uk,Workington P217 Uk,54.651,-3.5676,5.426000118255615,1.112541052229465,10.0,DeltaDTM:DeltaDTM_v1_1_N54W004.tif,DeltaDTM_v1_1_N54W004.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.6767123267183,44.18089024892522,0.3617803076576811,0.3617803076576811,0.0,0.8188615159616031,100.0,0.8188615159616031,43.8839223370231,0.3593485517123599,0.3593485517123599,437.0,437.0,55.99162540384974,0.3916101338361958,0.1125865401071507,0.0,0.0,44.18089024892522,43.8839223370231
sthelier-p074-uk,Sthelier P074 Uk,49.183,-2.1167,6.500999927520752,0.1134006952303961,10.0,DeltaDTM:DeltaDTM_v1_1_N49W003.tif,DeltaDTM_v1_1_N49W003.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.63097762002096,55.01710647849728,0.1253743814708469,0.1253743814708469,0.0,0.2278825432592459,100.0,0.2278825432592459,54.67213752631912,0.12458825744916854,0.12458825744916854,201.0,201.0,45.4910397373133,0.0,0.1228314042103873,0.0,0.0,55.01710647849728,54.672137526319126
gladstone-p234-uk,Gladstone P234 Uk,53.45,-3.018,5.577000141143799,0.7239068768526228,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N53W003.tif;DeltaDTM_v1_1_N53W004.tif,326,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.5734721519682,67.84176121368718,0.209740380324684,0.1392600232667154,0.0704803570579685,0.309161166473916,66.39638158905643,0.2052718278171993,67.45492599795814,0.20854443605940418,0.1384659595487478,369.0,245.0,24.44845482760867,6.084413240470434,2.0136246894432173,0.0,0.1852181807586891,67.84176121368718,67.45492599795813
llandudno-p007-uk,Llandudno P007 Uk,53.332,-3.8252,5.040999889373779,0.5884438931502196,10.0,DeltaDTM:DeltaDTM_v1_1_N53W004.tif,DeltaDTM_v1_1_N53W004.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.57373323262554,30.34735475753791,0.2505218097024591,0.10601990213685,0.144501907565609,0.8255144862015775,42.31962968125141,0.3493546735255928,30.174235142832902,0.24909268220461286,0.10541510067208856,293.0,124.0,69.55572536405404,0.6706531110335968,0.0,0.0,0.0,30.34735475753791,30.174235142832902
portellen-p202-uk,Portellen P202 Uk,55.627,-6.1901,1.437000036239624,0.0690480110244961,10.0,DeltaDTM:DeltaDTM_v1_1_N55W007.tif,DeltaDTM_v1_1_N55W007.tif,0,0,Atlantic-Celtic,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.61469995731872,58.84918077137918,0.5664266424889235,0.5623902542956426,0.0040363881932808,0.9625055694307992,99.2873943613343,0.9556467004705635,58.489644948842766,0.5629660901729118,0.5589543620705637,701.0,696.0,41.31817170715231,0.0,0.4473474787872372,0.0,0.0,58.84918077137918,58.48964494884277
saint-malo,Saint Malo France,48.64100000000001,-2.0281,7.427999973297119,0.1294324044256098,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N48W002.tif;DeltaDTM_v1_1_N48W003.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.49550180888087,55.0454178051336,0.2678105496546696,0.183339715522832,0.0844708341318375,0.486526509077915,68.4587353856078,0.3330698954304849,54.77401158692377,0.266490086455793,0.1824357431156487,425.0,291.0,34.96187083715059,10.009123791664551,0.4790893749321421,0.0,0.0,55.0454178051336,54.77401158692378
newport-p057-uk,Newport P057 Uk,51.55,-2.9874,8.60200023651123,0.7106021951361563,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N51W003.tif;DeltaDTM_v1_1_N51W004.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.56810969649192,68.87688619496161,0.1127380229318625,0.1020594218577309,0.0106786010741315,0.1636804872577259,90.52795073354658,0.1481765908651031,68.48780036020129,0.11210116534167601,0.10148288773224401,190.0,172.0,27.96488145444048,2.8644693985462397,0.8618726485435904,0.0,0.0,68.87688619496161,68.48780036020129
portrush-p935-uk,Portrush P935 Uk,55.207,-6.6568,2.005000114440918,0.4513471141496154,10.0,DeltaDTM:DeltaDTM_v1_1_N55W007.tif,DeltaDTM_v1_1_N55W007.tif,0,0,Atlantic-Celtic,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.62541708859716,42.1902055451467,0.470530811646052,0.3887853552434568,0.0817454564025952,1.1152607709923303,82.62697056615141,0.9215061889836662,41.92798078839237,0.46760632180214073,0.3863689378809182,576.0,476.0,58.27338440232682,0.1021862446157363,0.0596408965078933,0.0,0.0,42.1902055451467,41.92798078839236
bangor-p662-uk,Bangor P662 Uk,54.665,-5.6695,2.615000009536743,2.8109575972725023,10.0,DeltaDTM:DeltaDTM_v1_1_N54W006.tif,DeltaDTM_v1_1_N54W006.tif,0,0,Atlantic-Celtic,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.64161557450478,57.31495510644673,0.9127146371586176,0.9127146371586176,0.0,1.5924545966467245,100.0,1.5924545966467245,56.94955787351862,0.9068958521268339,0.9068958521268339,1103.0,1103.0,43.04673585697845,0.0,0.2799246110796028,0.0,0.0,57.31495510644673,56.94955787351862
stmarys-p231-uk,Stmarys P231 Uk,49.918,-6.3164,3.371000051498413,0.4687108841051639,10.0,DeltaDTM:DeltaDTM_v1_1_N49W007.tif,DeltaDTM_v1_1_N49W007.tif,0,0,Atlantic-Celtic,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.52991635091848,15.979316069220204,3.031464804085203,2.9111032876105467,0.1203615164746563,18.971179936320887,96.02959215253112,18.217946719371763,15.89508541262624,3.0154852546612174,2.895758191470881,4936.0,4740.0,84.43764524116001,0.0,0.1129550405382597,0.0,0.0,15.979316069220204,15.895085412626239
bournemouth-p988-uk,Bournemouth P988 Uk,50.714,-1.8749,1.3949999809265137,0.8253959847359706,10.0,DeltaDTM:DeltaDTM_v1_1_N50W002.tif,DeltaDTM_v1_1_N50W002.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.43587738147514,52.337798643438674,0.4621709650919621,0.3752046593106351,0.0869663057813269,0.8830538866194789,81.18308756933216,0.7168904100586826,52.11066006288715,0.4601652090283896,0.3735763246091178,510.0,414.0,48.082677680632905,0.0,0.0154010574035531,0.0,0.0,52.337798643438674,52.11066006288715
concarneau,Concarneau France,47.874,-3.9072,3.0350000858306885,1.3732495120914947,10.0,DeltaDTM:DeltaDTM_v1_1_N47W004.tif,DeltaDTM_v1_1_N47W004.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.55409526279,68.20685544952401,0.6516472499996259,0.6439670340149576,0.0076802159846682,0.9553984650148146,98.8214151161272,0.9441382831253974,67.83100705274201,0.6480564001859879,0.6404185054144257,1018.0,1006.0,32.05352183984987,0.2553363944529086,0.0383815789632106,0.0,0.0,68.20685544952401,67.83100705274201
le-crouesty,Le Crouesty France,47.543,-2.8952,3.13100004196167,0.1991009900528072,10.0,DeltaDTM:DeltaDTM_v1_1_N47W003.tif,DeltaDTM_v1_1_N47W003.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.56509893590558,27.099663445013597,1.233261056241182,0.4391035937942356,0.7941574624469465,4.550835322156392,35.6050806576643,1.62032858705126,26.947384064411214,1.2263310724003682,0.4366361674581507,1915.0,682.0,73.17296764137876,0.0,0.2924678495132329,0.0,0.0,27.099663445013597,26.94738406441122
morayfirth-p207-uk,Morayfirth P207 Uk,57.599,-4.0022,2.990000009536743,0.7044882331703156,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N57W004.tif;DeltaDTM_v1_1_N57W005.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.6601829074117,37.755046808422826,1.562580698158977,1.447523214615027,0.1150574835439499,4.138733309186041,92.63670134416034,3.833986015061957,37.507429172019606,1.5523324645617378,1.4380295890645005,3056.0,2831.0,62.879571871574015,0.0,0.0255642274148709,0.0,0.0,37.755046808422826,37.507429172019606
harwich-p022-uk,Harwich P022 Uk,51.947,1.2845,3.861000061035156,0.4766645919401322,10.0,DeltaDTM:DeltaDTM_v1_1_N51E001.tif,DeltaDTM_v1_1_N51E001.tif,0,0,eastern-Channel-southern-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.64631501729704,58.21849723967189,14.257789755739791,12.966200510910037,1.2915892448297566,24.49013703848077,90.9411678320632,22.271616626467065,57.84463865335405,14.166231275620426,12.882936159840199,16163.0,14698.0,30.905714636323854,11.28233853272603,0.2397646085752676,0.0,0.0,58.21849723967189,57.84463865335405
portbury-p341-uk,Portbury P341 Uk,51.5,-2.7285,8.73799991607666,0.4121404730238386,10.0,DeltaDTM:DeltaDTM_v1_1_N51W003.tif,DeltaDTM_v1_1_N51W003.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_context_ocean_connected_river,0.0,100.48455182434112,58.34741526792888,0.2236336336722955,0.218290774396506,0.0053428592757894,0.3832794180262814,97.61088741972566,0.3741224412326132,58.06605513843269,0.22255523820540446,0.2172381430113796,251.0,245.0,0.0,41.190161590503706,0.9469749659085236,0.0,0.0,58.34741526792888,58.06605513843268
